"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Total Oil Seeds","Telangana","Total","3.75","3.42","3.04","2.85","1.52","6.81","6.18","5.27","5.39","2.56","1817.00","1806.00","1735.00","1889.00","1688.00"
"Total Oil Seeds","Tripura","Kharif","0.07","0.06","0.06","0.05","","0.05","0.04","0.04","0.04","","723.00","735.00","735.00","757.00",""
"Total Oil Seeds","Tripura","Rabi","0.08","0.08","0.08","0.09","","0.07","0.07","0.07","0.08","","933.00","921.00","922.00","969.00",""
"Total Oil Seeds","Tripura","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.00","","","1520.00","1520.00","1470.00",""
"Total Oil Seeds","Tripura","Total","0.15","0.13","0.13","0.14","","0.13","0.11","0.11","0.13","","833.00","848.00","848.00","892.00",""
"Total Oil Seeds","Uttar Pradesh","Kharif","4.20","4.80","5.57","8.21","7.48","1.82","2.10","2.85","5.71","4.72","434.00","438.00","512.00","696.00","631.00"
"Total Oil Seeds","Uttar Pradesh","Rabi","7.87","11.31","13.60","16.76","","10.55","16.55","19.45","24.35","","1341.00","1463.00","1430.00","1453.00",""
"Total Oil Seeds","Uttar Pradesh","Summer","","0.02","0.02","0.82","","","0.03","0.03","0.79","","","1365.00","1375.00","970.00",""
"Total Oil Seeds","Uttar Pradesh","Total","12.07","16.13","19.19","25.79","7.48","12.37","18.68","22.33","30.86","4.72","1025.00","1158.00","1164.00","1196.00","631.00"
"Total Oil Seeds","Uttarakhand","Kharif","0.10","0.11","0.10","0.10","0.08","0.12","0.12","0.10","0.12","0.08","1170.00","1095.00","996.00","1198.00","1037.00"
"Total Oil Seeds","Uttarakhand","Rabi","0.19","0.20","0.24","0.18","","0.16","0.19","0.24","0.19","","833.00","940.00","1005.00","1055.00",""
"Total Oil Seeds","Uttarakhand","Total","0.29","0.31","0.34","0.28","0.08","0.28","0.30","0.34","0.31","0.08","949.00","994.00","1002.00","1105.00","1037.00"
"Total Oil Seeds","West Bengal","Kharif","2.66","0.09","0.09","0.10","0.07","2.62","0.11","0.13","0.14","0.10","983.00","1273.00","1385.00","1415.00","1501.00"
"Total Oil Seeds","West Bengal","Rabi","6.87","6.65","6.40","6.44","","9.32","8.27","7.97","8.05","","1356.00","1244.00","1244.00","1251.00",""
"Total Oil Seeds","West Bengal","Summer","","3.29","3.53","3.40","","","4.37","5.24","5.10","","","1330.00","1485.00","1500.00",""
"Total Oil Seeds","West Bengal","Total","9.53","10.02","10.02","9.94","0.07","11.94","12.75","13.33","13.29","0.10","1252.00","1272.00","1330.00","1338.00","1501.00"
"Total Oil Seeds","Others","Kharif","","","","","0.44","","","","","0.45","","","","","1039.00"
"Total Oil Seeds","Others","Total","","","","","0.44","","","","","0.45","","","","","1039.00"
"Total Oil Seeds","All India","Kharif","197.53","197.15","194.98","201.40","191.10","239.72","261.50","241.62","280.23","275.63","1214.00","1326.00","1239.00","1391.00","1442.00"
"Total Oil Seeds","All India","Rabi","91.92","97.83","98.68","93.49","","139.91","141.51","142.78","136.40","","1522.00","1446.00","1447.00","1459.00",""
"Total Oil Seeds","All India","Summer","","7.41","8.27","9.51","","","10.54","12.29","13.26","","","1423.00","1486.00","1394.00",""
"Total Oil Seeds","All India","Total","289.45","302.39","301.92","304.40","191.10","379.63","413.55","396.69","429.89","275.63","1312.00","1368.00","1314.00","1412.00","1442.00"
"Sugarcane","Andaman And Nicobar Islands","Kharif","0.00","0.00","0.00","0.00","","0.03","0.03","0.02","0.00","","20043.00","23750.00","17100.00","6308.00",""
"Sugarcane","Andaman And Nicobar Islands","Total","0.00","0.00","0.00","0.00","","0.03","0.03","0.02","0.00","","20043.00","23750.00","17100.00","6308.00",""
"Sugarcane","Andhra Pradesh","Kharif","0.47","0.40","0.27","0.22","0.17","36.45","29.56","22.14","19.85","14.00","77562.00","73893.00","80533.00","90242.00","82377.00"
"Sugarcane","Andhra Pradesh","Total","0.47","0.40","0.27","0.22","0.17","36.45","29.56","22.14","19.85","14.00","77562.00","73893.00","80533.00","90242.00","82377.00"
"Sugarcane","Arunachal Pradesh","Kharif","0.02","0.02","0.02","0.02","","0.46","0.47","0.47","0.47","","21550.00","21560.00","21561.00","21563.00",""
"Sugarcane","Arunachal Pradesh","Total","0.02","0.02","0.02","0.02","","0.46","0.47","0.47","0.47","","21550.00","21560.00","21561.00","21563.00",""
"Sugarcane","Assam","Kharif","0.30","0.29","0.29","0.29","0.27","11.60","12.64","13.80","12.38","12.07","38969.00","43589.00","47231.00","42336.00","44711.00"
"Sugarcane","Assam","Total","0.30","0.29","0.29","0.29","0.27","11.60","12.64","13.80","12.38","12.07","38969.00","43589.00","47231.00","42336.00","44711.00"
"Sugarcane","Bihar","Kharif","2.11","2.10","2.02","1.93","2.02","120.26","127.43","120.84","121.49","127.21","56949.00","60627.00","59777.00","63091.00","63091.00"
"Sugarcane","Bihar","Total","2.11","2.10","2.02","1.93","2.02","120.26","127.43","120.84","121.49","127.21","56949.00","60627.00","59777.00","63091.00","63091.00"
"Sugarcane","Chandigarh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Chandigarh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Chhattisgarh","Kharif","0.35","0.42","0.36","0.33","0.43","19.58","23.88","20.41","18.66","24.65","56040.00","56890.00","57160.00","55930.00","57830.00"
"Sugarcane","Chhattisgarh","Total","0.35","0.42","0.36","0.33","0.43","19.58","23.88","20.41","18.66","24.65","56040.00","56890.00","57160.00","55930.00","57830.00"
"Sugarcane","Dadra And Nagar Haveli","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Dadra And Nagar Haveli","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Daman And Diu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Delhi","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Delhi","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Goa","Kharif","0.01","0.00","0.00","0.00","","0.35","0.30","0.26","0.22","","66172.00","62110.00","57527.00","54048.00",""
"Sugarcane","Goa","Total","0.01","0.00","0.00","0.00","","0.35","0.30","0.26","0.22","","66172.00","62110.00","57527.00","54048.00",""
"Sugarcane","Gujarat","Kharif","2.23","1.81","2.02","1.89","1.86","174.59","134.61","144.80","137.14","134.92","78306.00","74344.00","71621.00","72651.00","72651.00"
"Sugarcane","Gujarat","Total","2.23","1.81","2.02","1.89","1.86","174.59","134.61","144.80","137.14","134.92","78306.00","74344.00","71621.00","72651.00","72651.00"
"Sugarcane","Haryana","Kharif","1.08","1.08","0.88","0.72","0.94","88.23","88.60","73.74","58.30","76.11","81918.00","82232.00","83582.00","81382.00","81158.00"
"Sugarcane","Haryana","Total","1.08","1.08","0.88","0.72","0.94","88.23","88.60","73.74","58.30","76.11","81918.00","82232.00","83582.00","81382.00","81158.00"
"Sugarcane","Himachal Pradesh","Kharif","0.01","0.01","0.01","0.01","0.01","0.23","0.22","0.22","0.21","0.21","15190.00","15440.00","15440.00","15440.00","15440.00"
"Sugarcane","Himachal Pradesh","Total","0.01","0.01","0.01","0.01","0.01","0.23","0.22","0.22","0.21","0.21","15190.00","15440.00","15440.00","15440.00","15440.00"
"Sugarcane","Jammu And Kashmir","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","0.00","1175.00","1175.00","1175.00",""
"Sugarcane","Jammu And Kashmir","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","0.00","1175.00","1175.00","1175.00",""
"Sugarcane","Jharkhand","Kharif","","","","0.00","0.01","0.00","","","0.34","0.25","","","","75130.00","35618.00"
"Sugarcane","Jharkhand","Total","","","","0.00","0.01","0.00","","","0.34","0.25","","","","75130.00","35618.00"
"Sugarcane","Karnataka","Kharif","6.37","6.59","5.43","5.40","6.48","611.52","593.46","418.11","480.60","550.80","96000.00","90000.00","77000.00","89000.00","85000.00"
"Sugarcane","Karnataka","Total","6.37","6.59","5.43","5.40","6.48","611.52","593.46","418.11","480.60","550.80","96000.00","90000.00","77000.00","89000.00","85000.00"
"Sugarcane","Kerala","Kharif","0.01","0.01","0.01","0.00","0.00","0.10","1.01","0.76","0.21","0.04","11401.00","108740.00","116120.00","83360.00","61380.00"
"Sugarcane","Kerala","Total","0.01","0.01","0.01","0.00","0.00","0.10","1.01","0.76","0.21","0.04","11401.00","108740.00","116120.00","83360.00","61380.00"
"Sugarcane","Ladakh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Ladakh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Madhya Pradesh","Kharif","0.93","0.92","1.15","1.07","0.36","53.79","64.44","75.90","61.09","20.54","57840.00","70040.00","66000.00","57090.00","57090.00"
"Sugarcane","Madhya Pradesh","Total","0.93","0.92","1.15","1.07","0.36","53.79","64.44","75.90","61.09","20.54","57840.00","70040.00","66000.00","57090.00","57090.00"
"Sugarcane","Maharashtra","Kharif","12.62","13.59","14.37","11.67","13.72","1160.76","1239.68","1120.88","1099.70","1292.71","92000.00","91200.00","78000.00","94230.00","94230.00"
"Sugarcane","Maharashtra","Total","12.62","13.59","14.37","11.67","13.72","1160.76","1239.68","1120.88","1099.70","1292.71","92000.00","91200.00","78000.00","94230.00","94230.00"
"Sugarcane","Manipur","Kharif","0.05","0.05","0.05","0.06","","2.79","2.90","2.78","2.90","","56561.00","57557.00","56100.00","48690.00",""
"Sugarcane","Manipur","Total","0.05","0.05","0.05","0.06","","2.79","2.90","2.78","2.90","","56561.00","57557.00","56100.00","48690.00",""
"Sugarcane","Meghalaya","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","3000.00","3017.00","3017.00","3017.00",""
"Sugarcane","Meghalaya","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","3000.00","3017.00","3017.00","3017.00",""
"Sugarcane","Mizoram","Kharif","0.01","0.01","0.01","0.01","","0.37","0.41","0.24","0.21","","28709.00","28260.00","23390.00","27110.00",""
"Sugarcane","Mizoram","Total","0.01","0.01","0.01","0.01","","0.37","0.41","0.24","0.21","","28709.00","28260.00","23390.00","27110.00",""
"Sugarcane","Nagaland","Kharif","0.04","0.02","0.03","0.02","","1.05","1.08","1.15","0.87","","28695.00","43570.00","43571.00","43280.00",""
"Sugarcane","Nagaland","Total","0.04","0.02","0.03","0.02","","1.05","1.08","1.15","0.87","","28695.00","43570.00","43571.00","43280.00",""
"Sugarcane","Odisha","Kharif","0.07","0.07","0.07","0.13","0.11","3.98","3.94","4.12","6.81","5.75","56398.00","53781.00","57402.00","51338.00","53308.00"
"Sugarcane","Odisha","Total","0.07","0.07","0.07","0.13","0.11","3.98","3.94","4.12","6.81","5.75","56398.00","53781.00","57402.00","51338.00","53308.00"
"Sugarcane","Puducherry","Kharif","0.00","0.01","0.01","0.01","","0.00","1.61","1.51","0.92","","0.00","120000.00","123000.00","123000.00",""
"Sugarcane","Puducherry","Total","0.00","0.01","0.01","0.01","","0.00","1.61","1.51","0.92","","0.00","120000.00","123000.00","123000.00",""
"Sugarcane","Punjab","Kharif","0.87","0.90","0.90","0.89","0.95","71.31","75.06","75.10","72.79","78.74","82153.00","83123.00","83254.00","82050.00","82887.00"
"Sugarcane","Punjab","Total","0.87","0.90","0.90","0.89","0.95","71.31","75.06","75.10","72.79","78.74","82153.00","83123.00","83254.00","82050.00","82887.00"
"Sugarcane","Rajasthan","Kharif","0.04","0.04","0.04","0.06","0.04","3.21","3.10","3.45","4.65","3.32","75845.00","87956.00","82975.00","79977.00","75895.00"
"Sugarcane","Rajasthan","Total","0.04","0.04","0.04","0.06","0.04","3.21","3.10","3.45","4.65","3.32","75845.00","87956.00","82975.00","79977.00","75895.00"
"Sugarcane","Sikkim","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Sikkim","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Sugarcane","Tamil Nadu","Kharif","1.48","1.59","1.52","1.31","0.94","161.66","176.58","159.27","133.51","96.16","109240.00","111080.00","105000.00","102000.00","102000.00"
"Sugarcane","Tamil Nadu","Total","1.48","1.59","1.52","1.31","0.94","161.66","176.58","159.27","133.51","96.16","109240.00","111080.00","105000.00","102000.00","102000.00"
"Sugarcane","Telangana","Kharif","0.28","0.28","0.27","0.21","0.22","28.65","29.43","24.33","19.16","19.94","102306.00","105097.00","90116.00","93064.00","90347.00"
"Sugarcane","Telangana","Total","0.28","0.28","0.27","0.21","0.22","28.65","29.43","24.33","19.16","19.94","102306.00","105097.00","90116.00","93064.00","90347.00"
"Sugarcane","Tripura","Kharif","0.01","0.01","0.01","0.01","","0.48","0.38","0.38","0.30","","55016.00","55718.00","55718.00","56404.00",""
"Sugarcane","Tripura","Total","0.01","0.01","0.01","0.01","","0.48","0.38","0.38","0.30","","55016.00","55718.00","55718.00","56404.00",""
"Sugarcane","Uttar Pradesh","Kharif","21.77","27.95","26.53","27.20","27.20","1791.67","2242.46","2158.11","2208.01","2208.01","82300.00","80244.00","81346.00","81165.00","81165.00"
"Sugarcane","Uttar Pradesh","Total","21.77","27.95","26.53","27.20","27.20","1791.67","2242.46","2158.11","2208.01","2208.01","82300.00","80244.00","81346.00","81165.00","81165.00"
"Sugarcane","Uttarakhand","Kharif","0.44","0.47","0.94","0.90","0.97","35.20","37.60","77.76","76.50","77.48","80000.00","80000.00","82646.00","84659.00","80027.00"
"Sugarcane","Uttarakhand","Total","0.44","0.47","0.94","0.90","0.97","35.20","37.60","77.76","76.50","77.48","80000.00","80000.00","82646.00","84659.00","80027.00"
"Sugarcane","West Bengal","Kharif","0.19","0.18","0.17","0.13","0.11","15.91","14.43","11.04","8.79","7.32","83834.00","78197.00","66583.00","66580.00","66580.00"
"Sugarcane","West Bengal","Total","0.19","0.18","0.17","0.13","0.11","15.91","14.43","11.04","8.79","7.32","83834.00","78197.00","66583.00","66580.00","66580.00"
"Sugarcane","Others","Kharif","","","","","0.13","","","","","5.90","","","","","45299.00"
"Sugarcane","Others","Total","","","","","0.13","","","","","5.90","","","","","45299.00"
"Sugarcane","All India","Kharif","51.75","58.85","57.40","54.50","56.93","4394.25","4905.33","4531.58","4546.11","4756.14","84906.00","83349.00","78953.00","83416.00","83537.00"
"Sugarcane","All India","Total","51.75","58.85","57.40","54.50","56.93","4394.25","4905.33","4531.58","4546.11","4756.14","84906.00","83349.00","78953.00","83416.00","83537.00"
"Cotton","Andaman And Nicobar Islands","Kharif","","","","","","0.00","","","","","","","","",""
"Cotton","Andaman And Nicobar Islands","Total","","","","","","0.00","","","","","","","","",""
"Cotton","Andhra Pradesh","Kharif","5.54","7.04","4.22","4.04","4.47","17.08","15.41","7.37","11.31","9.39","524.00","372.00","297.00","476.00","357.00"
"Cotton","Andhra Pradesh","Total","5.54","7.04","4.22","4.04","4.47","17.08","15.41","7.37","11.31","9.39","524.00","372.00","297.00","476.00","357.00"
"Cotton","Arunachal Pradesh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Arunachal Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Assam","Kharif","0.01","0.01","0.01","0.01","0.01","0.00","0.01","0.01","0.00","0.00","87.00","87.00","87.00","79.00","82.00"
"Cotton","Assam","Total","0.01","0.01","0.01","0.01","0.01","0.00","0.01","0.01","0.00","0.00","87.00","87.00","87.00","79.00","82.00"
"Cotton","Bihar","Kharif","","","","","","","","","","","","","","",""
"Cotton","Bihar","Total","","","","","","","","","","","","","","",""
"Cotton","Chandigarh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Chandigarh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Chhattisgarh","Kharif","0.04","0.05","0.07","0.06","0.06","0.08","0.09","0.13","0.11","0.12","329.00","321.00","313.00","302.00","319.00"
"Cotton","Chhattisgarh","Total","0.04","0.05","0.07","0.06","0.06","0.08","0.09","0.13","0.11","0.12","329.00","321.00","313.00","302.00","319.00"
"Cotton","Dadra And Nagar Haveli","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Dadra And Nagar Haveli","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Daman And Diu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Delhi","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Delhi","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Goa","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Cotton","Gujarat","Kharif","22.84","24.84","26.83","23.72","21.40","75.09","87.95","90.57","71.57","70.99","559.00","602.00","574.00","513.00","564.00"
"Cotton","Gujarat","Total","22.84","24.84","26.83","23.72","21.40","75.09","87.95","90.57","71.57","70.99","559.00","602.00","574.00","513.00","564.00"
"Cotton","Haryana","Kharif","6.36","5.75","5.78","3.98","3.94","13.16","10.00","15.09","11.77","9.75","352.00","296.00","444.00","502.00","421.00"
"Cotton","Haryana","Total","6.36","5.75","5.78","3.98","3.94","13.16","10.00","15.09","11.77","9.75","352.00","296.00","444.00","502.00","421.00"
"Cotton","Himachal Pradesh","Kharif","","","","","","","","","","","","","","",""
"Cotton","Himachal Pradesh","Total","","","","","","","","","","","","","","",""
"Cotton","Jammu And Kashmir","Kharif","0.00","","","","","0.01","","","","","938.00","","","",""
"Cotton","Jammu And Kashmir","Total","0.00","","","","","0.01","","","","","938.00","","","",""
"Cotton","Jharkhand","Kharif","","","","","","","","","","","","","","",""
